RDA element,RDA recording method,Alignment,M21 Authority encoding
recording engineer family,structured description,aligns with,"500 3* $a, c, d, g"
recordist collective agent,structured description,aligns with,"500 3* $a, c, d, g"
recordist family,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of agent,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of collective agent,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of collective agent,,aligns with,"500 3* $a, c, d, g"
related collective agent of corporate body,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of corporate body,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of expression,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of person,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of place,structured description,aligns with,"500 3* $a, c, d, g"
related collective agent of work,structured description,aligns with,"500 3* $a, c, d, g"
related family of agent,structured description,aligns with,"500 3* $a, c, d, g"
related family of collective agent,structured description,aligns with,"500 3* $a, c, d, g"
related family of corporate body,structured description,aligns with,"500 3* $a, c, d, g"
related family of expression,structured description,aligns with,"500 3* $a, c, d, g"
related family of family,structured description,aligns with,"500 3* $a, c, d, g"
related family of person,structured description,aligns with,"500 3* $a, c, d, g"
related family of place,structured description,aligns with,"500 3* $a, c, d, g"
related family of work,structured description,aligns with,"500 3* $a, c, d, g"
remix artist family,structured description,aligns with,"500 3* $a, c, d, g"
researcher family,structured description,aligns with,"500 3* $a, c, d, g"
restorationist family of expression,structured description,aligns with,"500 3* $a, c, d, g"
reviser collective agent,structured description,aligns with,"500 3* $a, c, d, g"
reviser family,structured description,aligns with,"500 3* $a, c, d, g"
screenwriter family,structured description,aligns with,"500 3* $a, c, d, g"
sculptor family,structured description,aligns with,"500 3* $a, c, d, g"
singer collective agent,structured description,aligns with,"500 3* $a, c, d, g"
singer family,structured description,aligns with,"500 3* $a, c, d, g"
software developer family,structured description,aligns with,"500 3* $a, c, d, g"
sound designer collective agent,structured description,aligns with,"500 3* $a, c, d, g"
sound designer family,structured description,aligns with,"500 3* $a, c, d, g"
speaker collective agent,structured description,aligns with,"500 3* $a, c, d, g"
speaker family,structured description,aligns with,"500 3* $a, c, d, g"
special effects provider collective agent,structured description,aligns with,"500 3* $a, c, d, g"
special effects provider family,structured description,aligns with,"500 3* $a, c, d, g"
sponsoring collective agent of corporate body,structured description,aligns with,"500 3* $a, c, d, g"
sponsoring family of corporate body,structured description,aligns with,"500 3* $a, c, d, g"
sponsoring family of work,structured description,aligns with,"500 3* $a, c, d, g"
stage director collective agent,structured description,aligns with,"500 3* $a, c, d, g"
stage director family,structured description,aligns with,"500 3* $a, c, d, g"
storyteller collective agent,structured description,aligns with,"500 3* $a, c, d, g"
storyteller family,structured description,aligns with,"500 3* $a, c, d, g"
subject family,structured description,aligns with,"500 3* $a, c, d, g"
successor of collective agent,structured description,aligns with,"500 3* $a, c, d, g"
successor of family,structured description,aligns with,"500 3* $a, c, d, g"
television director family,structured description,aligns with,"500 3* $a, c, d, g"
television producer family,structured description,aligns with,"500 3* $a, c, d, g"
transcriber collective agent,structured description,aligns with,"500 3* $a, c, d, g"
transcriber family,structured description,aligns with,"500 3* $a, c, d, g"
translator collective agent,structured description,aligns with,"500 3* $a, c, d, g"
translator family,structured description,aligns with,"500 3* $a, c, d, g"
visual effects provider collective agent,structured description,aligns with,"500 3* $a, c, d, g"
visual effects provider family,structured description,aligns with,"500 3* $a, c, d, g"
voice actor collective agent,structured description,aligns with,"500 3* $a, c, d, g"
voice actor family,structured description,aligns with,"500 3* $a, c, d, g"
absorbed corporate body,identifier,aligns with,510 ** $0
absorbing corporate body,identifier,aligns with,510 ** $0
abridger agent,identifier,aligns with,510 ** $0
abridger collective agent,identifier,aligns with,510 ** $0
abridger corporate body,identifier,aligns with,510 ** $0
actor agent,identifier,aligns with,510 ** $0
actor collective agent,identifier,aligns with,510 ** $0
actor corporate body,identifier,aligns with,510 ** $0
agent described in,identifier,aligns with,510 ** $0
animator agent,identifier,aligns with,510 ** $0
animator collective agent,identifier,aligns with,510 ** $0
animator corporate body,identifier,aligns with,510 ** $0
appellant corporate body,identifier,aligns with,510 ** $0
appellee corporate body,identifier,aligns with,510 ** $0
arranger corporate body of music,identifier,aligns with,510 ** $0
art director agent,identifier,aligns with,510 ** $0
art director collective agent,identifier,aligns with,510 ** $0
art director corporate body,identifier,aligns with,510 ** $0
audio engineer agent,identifier,aligns with,510 ** $0
audio engineer collective agent,identifier,aligns with,510 ** $0
audio engineer corporate body,identifier,aligns with,510 ** $0
broader affiliated body,identifier,aligns with,510 ** $0
censor agent,identifier,aligns with,510 ** $0
censor collective agent,identifier,aligns with,510 ** $0
censor corporate body,identifier,aligns with,510 ** $0
choral conductor agent,identifier,aligns with,510 ** $0
choral conductor collective agent,identifier,aligns with,510 ** $0
choral conductor corporate body,identifier,aligns with,510 ** $0
collective agent described in,identifier,aligns with,510 ** $0
colourist agent,identifier,aligns with,510 ** $0
colourist collective agent,identifier,aligns with,510 ** $0
colourist corporate body,identifier,aligns with,510 ** $0
commentator agent,identifier,aligns with,510 ** $0
commentator collective agent,identifier,aligns with,510 ** $0
commentator corporate body,identifier,aligns with,510 ** $0
component of merger,identifier,aligns with,510 ** $0
conductor agent,identifier,aligns with,510 ** $0
conductor collective agent,identifier,aligns with,510 ** $0
conductor corporate body,identifier,aligns with,510 ** $0
contributor agent to amalgamation,identifier,aligns with,510 ** $0
contributor agent to performance,identifier,aligns with,510 ** $0
contributor collective agent to amalgamation,identifier,aligns with,510 ** $0
contributor collective agent to performance,identifier,aligns with,510 ** $0
contributor corporate body to amalgamation,identifier,aligns with,510 ** $0
contributor corporate body to performance,identifier,aligns with,510 ** $0
corporate body described in,identifier,aligns with,510 ** $0
corporate body member of collective agent,identifier,aligns with,510 ** $0
corporate body member of corporate body,identifier,aligns with,510 ** $0
corporate body member of family,identifier,aligns with,510 ** $0
costume designer agent,identifier,aligns with,510 ** $0
costume designer collective agent,identifier,aligns with,510 ** $0
costume designer corporate body,identifier,aligns with,510 ** $0
court governed,identifier,aligns with,510 ** $0
court reporter agent,identifier,aligns with,510 ** $0
court reporter collective agent,identifier,aligns with,510 ** $0
court reporter corporate body,identifier,aligns with,510 ** $0
creator agent of expression,identifier,aligns with,510 ** $0
creator collective agent of expression,identifier,aligns with,510 ** $0
creator corporate body of expression,identifier,aligns with,510 ** $0
critique of work,identifier,aligns with,510 ** $0
dancer agent,identifier,aligns with,510 ** $0
dancer collective agent,identifier,aligns with,510 ** $0
dancer corporate body,identifier,aligns with,510 ** $0
date of work,identifier,aligns with,510 ** $0
degree granting institution,identifier,aligns with,510 ** $0
DJ agent,identifier,aligns with,510 ** $0
DJ collective agent,identifier,aligns with,510 ** $0
DJ corporate body,identifier,aligns with,510 ** $0
draftsman agent,identifier,aligns with,510 ** $0
draftsman collective agent,identifier,aligns with,510 ** $0
draftsman corporate body,identifier,aligns with,510 ** $0
dubbing director agent,identifier,aligns with,510 ** $0
dubbing director collective agent,identifier,aligns with,510 ** $0
dubbing director corporate body,identifier,aligns with,510 ** $0
editor agent,identifier,aligns with,510 ** $0
editor agent of moving image work,identifier,aligns with,510 ** $0
editor collective agent,identifier,aligns with,510 ** $0
editor collective agent of moving image work,identifier,aligns with,510 ** $0
editor corporate body,identifier,aligns with,510 ** $0
editor corporate body of moving image work,identifier,aligns with,510 ** $0
employer,identifier,aligns with,510 ** $0
family described in,identifier,aligns with,510 ** $0
family member of corporate body of,identifier,aligns with,510 ** $0
founded corporate body of agent,identifier,aligns with,510 ** $0
founded corporate body of collective agent,identifier,aligns with,510 ** $0
founded corporate body of corporate body,identifier,aligns with,510 ** $0
founded corporate body of family,identifier,aligns with,510 ** $0
founded corporate body of person,identifier,aligns with,510 ** $0
founding agent of corporate body,identifier,aligns with,510 ** $0
