*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],sameAs[0],*status,instructionNumber,has element type
has note on publication statement,rdam:noteOnPublicationStatement.en,Relates a manifestation to a note on manifestation that provides information on the publication of a manifestation.,,,,,,,,,,,note on publication statement,A note on manifestation that provides information on the publication of a manifestation.,rdam:P30055,property,rdac:C10007,rdam:P30137,,,Published,2.17.7,6
has note on series statement,rdam:noteOnSeriesStatement.en,Relates a manifestation to a note on manifestation that provides information on a series with which a manifestation is associated.,,,,,,,,,,,note on series statement,A note on manifestation that provides information on a series with which a manifestation is associated.,rdam:P30058,property,rdac:C10007,rdam:P30137,,,Published,2.17.11,6
has note on statement of responsibility,rdam:noteOnStatementOfResponsibility.en,"Relates a manifestation to note on manifestation that provides information on an agent, and their function, who is responsible for a work or its expression that is embodied by a manifestation.",,,,,,,,,,,note on statement of responsibility,"A note on manifestation that provides information on an agent, and their function, who is responsible for a work or its expression that is embodied by a manifestation.",rdam:P30057,property,rdac:C10007,rdam:P30137,,,Published,2.17.3,6
has note on title,rdam:noteOnTitle.en,"Relates a manifestation to a note on manifestation that provides information on inaccuracies appearing in titles, complex changes in titles, or on other information relating to a title.",,,,,,,,,,,note on title,"A note on manifestation that provides information on inaccuracies appearing in titles, complex changes in titles, or on other information relating to a title.",rdam:P30063,property,rdac:C10007,rdam:P30137,,,Published,2.17.2,6
has numbering of sequence,rdam:numberingOfSequence.en,Relates a manifestation to the first and last designations of a sequence of manifestations of the individual parts or iterations of a manifestation.,"Numbering may include dates or other timespans, alphanumeric or other characters, and an accompanying caption.",numbering of serials,,,,,,,,,numbering of sequence,The first and last designations of a sequence of manifestations of the individual parts or iterations of a manifestation.,rdam:P30165,property,rdac:C10007,,,,Published,2.6,6
has numbering within sequence,rdam:numberingWithinSequence.en,Relates a manifestation to a nomen that is a designation that is assigned to a manifestation to identify its position in a sequence of individual parts of a larger manifestation or parts or issues of a larger work.,"Numbering may include dates or other timespans, alphanumeric or other characters, and an accompanying caption.",numbering within series,numbering within subseries,,,,,,,,numbering within sequence,A nomen that is a designation that is assigned to a manifestation to identify its position in a sequence of individual parts of a larger manifestation or parts or issues of a larger work.,rdam:P30014,property,rdac:C10007,rdam:P30274,,,Published,2.12.9,6
has numbering within subseries (Deprecated),rdam:numberingWithinSubseries.en,Relates a manifestation to a designation of the sequencing of a part or parts within a subseries. (Deprecated),"Numbering includes a numeral, a letter, any other character, or the combination of these with or without an accompanying caption /or a chronological designation.",,,,,,,,,,numbering within subseries (Deprecated),A designation of the sequencing of a part or parts within a subseries. (Deprecated),rdam:P30015,property,rdac:C10007,,,,Deprecated,2.12.17,6
is on disc with manifestation,rdam:onDiscWithManifestation.en,Relates a manifestation to a manifestation that is issued on the same disc with a manifestation being described.,,,,,,,,,,,on disc with manifestation,A manifestation that is issued on the same disc with a manifestation being described.,rdam:P30036,property,rdac:C10007,rdam:P30035,,,Published,24.5,2
has other agent associated with manifestation (Deprecated),rdam:otherAgentManifestation.en,"Relates a manifestation to an agent other than a producer, publisher, distributor, or manufacturer who is associated with a manifestation. (Deprecated)","Book designers, platemakers, etc., are included. (Deprecated)",,,,,,,,,,other agent associated with manifestation (Deprecated),"An agent other than a producer, publisher, distributor, or manufacturer who is associated with a manifestation. (Deprecated)",rdam:P30079,property,rdac:C10007,rdam:P30267,,,Deprecated,21.6,3
has other title information,rdam:otherTitleInformation.en,"Relates a manifestation to a word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title proper of a manifestation.",,,,,,,,,,,other title information,"A word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title proper of a manifestation.",rdam:P30142,property,rdac:C10007,,,,Published,2.3.4,6
has other title information of series,rdam:otherTitleInformationOfSeries.en,"Relates a manifestation to a word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title of series.",,other title information of subseries,,,,,,,,,other title information of series,"A word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title of series.",rdam:P30143,property,rdac:C10007,,,,Published,2.12.4,6
has other title information of subseries (Deprecated),rdam:otherTitleInformationOfSubseries.en,"Relates a manifestation to a word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title proper of a subseries. (Deprecated)",,,,,,,,,,,other title information of subseries (Deprecated),"A word, character, or group of words or characters that appears in conjunction with, and is subordinate to, a title proper of a subseries. (Deprecated)",rdam:P30144,property,rdac:C10007,,,,Deprecated,2.12.12,6
has papermaker agent,rdam:papermakerAgent.en,Relates a manifestation to an agent who is responsible for the production of paper used to manufacture a manifestation.,,papermaker,,,,,,,,,papermaker agent,An agent who is responsible for the production of paper used to manufacture a manifestation.,rdam:P30215,property,rdac:C10007,rdam:P30082,,,Published,18.5,2
has papermaker collective agent,rdam:papermakerCollectiveAgent.en,Relates a manifestation to a collective agent who is responsible for the production of paper used to manufacture a manifestation.,,,,,,,,,,,papermaker collective agent,A collective agent who is responsible for the production of paper used to manufacture a manifestation.,rdam:P30393,property,rdac:C10007,rdam:P30390,rdam:P30215,,Published,,2
has papermaker corporate body,rdam:papermakerCorporateBody.en,Relates a manifestation to a corporate body who is responsible for the production of paper used to manufacture a manifestation.,,,,,,,,,,,papermaker corporate body,A corporate body who is responsible for the production of paper used to manufacture a manifestation.,rdam:P30422,property,rdac:C10007,rdam:P30419,rdam:P30393,,Published,,2
has papermaker family,rdam:papermakerFamily.en,Relates a manifestation to a family who is responsible for the production of paper used to manufacture a manifestation.,,,,,,,,,,,papermaker family,A family who is responsible for the production of paper used to manufacture a manifestation.,rdam:P30451,property,rdac:C10007,rdam:P30448,rdam:P30393,,Published,,2
