*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
has interviewer person of work,rdaw:interviewerPersonOfWork.en,"Relates a work to a person who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of person who gathers information.",,,,,,interviewer person of work,"A person who is responsible for creating a work by acting as an interviewer, reporter, pollster, or some other kind of person who gathers information.",rdaw:P10446,property,rdac:C10001,rdaw:P10437,rdaw:P10057,Published,,2,
has interviewee person of work,rdaw:intervieweePersonOfWork.en,"Relates a work to a person who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",,,,,,interviewee person of work,"A person who is responsible for creating a work by responding to an interviewer, usually a reporter, pollster, or some other kind of agent who gathers information.",rdaw:P10447,property,rdac:C10001,rdaw:P10437,rdaw:P10059,Published,,2,
has aggregator person,rdaw:aggregatorPerson.en,Relates a work to a person who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,,,,,,aggregator person,A person who is responsible for creating an aggregating work by selecting and arranging expressions of other works.,rdaw:P10448,property,rdac:C10001,rdaw:P10437,rdaw:P10393,Published,,2,
has remix artist person,rdaw:remixArtistPerson.en,"Relates a work to a person who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.","Remixing activities that do not substantially change the nature and content of the original work, and mixing recorded tracks together to appear as one continuous track, are excluded.",,,,,remix artist person,"A person who is responsible for creating an audio work by manipulating, recombining, mixing, and reproducing previously recorded sounds.",rdaw:P10449,property,rdac:C10001,rdaw:P10437,rdaw:P10306,Published,,2,
has filmmaker person,rdaw:filmmakerPerson.en,Relates a work to a person who is responsible for creating an independent or personal film.,A filmmaker is individually responsible for the conception and execution of all aspects of the film.,,,,,filmmaker person,A person who is responsible for creating an independent or personal film.,rdaw:P10450,property,rdac:C10001,rdaw:P10437,rdaw:P10063,Published,,2,
has artist person,rdaw:artistPerson.en,"Relates a work to a person who is responsible for creating an original graphic design, drawing, painting, etc.",,,,,,artist person,"A person who is responsible for creating an original graphic design, drawing, painting, etc.",rdaw:P10451,property,rdac:C10001,rdaw:P10437,rdaw:P10058,Published,,2,
has founder person of work,rdaw:founderPersonOfWork.en,Relates a work to a person who is responsible for initiating a diachronic work.,,,,,,founder person of work,A person who is responsible for initiating a diachronic work.,rdaw:P10452,property,rdac:C10001,rdaw:P10437,rdaw:P10299,Published,,2,
has casting director person,rdaw:castingDirectorPerson.en,Relates a work to a person who is responsible for most aspects of assigning parts and duties to performers.,,,,,,casting director person,A person who is responsible for most aspects of assigning parts and duties to performers.,rdaw:P10453,property,rdac:C10001,rdaw:P10437,rdaw:P10305,Published,,2,
has producer person,rdaw:producerPerson.en,"Relates a work to a person who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.","A producer is generally responsible for fundraising, managing the production, hiring key personnel, arranging for distributors, etc.",,,,,producer person,"A person who is responsible for most of the business aspects of a production for screen, sound recording, television, webcast, etc.",rdaw:P10454,property,rdac:C10001,rdaw:P10437,rdaw:P10064,Published,,2,
has director person,rdaw:directorPerson.en,"Relates a work to a person who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",,,,,,director person,"A person who is responsible for the general management and supervision of a filmed performance, a radio or television program, etc.",rdaw:P10455,property,rdac:C10001,rdaw:P10437,rdaw:P10066,Published,,2,
has issuing person,rdaw:issuingPerson.en,Relates a work to a person who issues a work.,,,,,,issuing person,A person who issues a work.,rdaw:P10456,property,rdac:C10001,rdaw:P10312,rdaw:P10046,Published,,2,
has organizer person,rdaw:organizerPerson.en,"Relates a work to a person who organizes a conference, exhibition, or other event that gives rise to a work.",,,,,,organizer person,"A person who organizes a conference, exhibition, or other event that gives rise to a work.",rdaw:P10457,property,rdac:C10001,rdaw:P10437,rdaw:P10297,Published,,2,
has consultant person,rdaw:consultantPerson.en,"Relates a work to a person who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",,,,,,consultant person,"A person who provides consultation services, and often makes recommendations, for a related agent who is represented as a creator of a work.",rdaw:P10458,property,rdac:C10001,rdaw:P10437,rdaw:P10071,Published,,2,
has dedicatee collective agent of work,rdaw:dedicateeCollectiveAgentOfWork.en,Relates a work to a collective agent to whom a work is dedicated.,,,,,,dedicatee collective agent of work,A collective agent to whom a work is dedicated.,rdaw:P10459,property,rdac:C10001,rdaw:P10315,rdaw:P10069,Published,,2,
has addressee collective agent,rdaw:addresseeCollectiveAgent.en,Relates a work to a collective agent to whom a work or a portion of a work is addressed.,,,,,,addressee collective agent,A collective agent to whom a work or a portion of a work is addressed.,rdaw:P10460,property,rdac:C10001,rdaw:P10315,rdaw:P10070,Published,,2,
has dedicator collective agent,rdaw:dedicatorCollectiveAgent.en,Relates a work to a collective agent who assigns a work as an acknowledgement of the inspiration or support of a related agent.,,,,,,dedicator collective agent,A collective agent who assigns a work as an acknowledgement of the inspiration or support of a related agent.,rdaw:P10461,property,rdac:C10001,rdaw:P10484,rdaw:P10048,Published,,2,
has director collective agent of photography,rdaw:directorCollectiveAgentOfPhotography.en,"Relates a work to a collective agent who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",A director of photography for a movie is also called a chief cinematographer.,,,,,director collective agent of photography,"A collective agent who captures images, either electronically or on film or video stock, and often selects and arranges the lighting.",rdaw:P10462,property,rdac:C10001,rdaw:P10484,rdaw:P10068,Published,,2,
has researcher collective agent,rdaw:researcherCollectiveAgent.en,Relates a work to a collective agent who does research in support of the creation of a work.,,,,,,researcher collective agent,A collective agent who does research in support of the creation of a work.,rdaw:P10463,property,rdac:C10001,rdaw:P10484,rdaw:P10293,Published,,2,
has editorial director collective agent,rdaw:editorialDirectorCollectiveAgent.en,"Relates a work to a collective agent who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.","Revision, clarification, or other change of content of an expression of a work is excluded.",,,,,editorial director collective agent,"A collective agent who has legal or intellectual responsibility, but not creative responsibility, for the editorial policy and content of a diachronic work.",rdaw:P10464,property,rdac:C10001,rdaw:P10484,rdaw:P10298,Published,,2,
has film director collective agent,rdaw:filmDirectorCollectiveAgent.en,Relates a work to a collective agent who is a director who is responsible for the general management and supervision of a filmed performance.,,,,,,film director collective agent,A collective agent who is a director who is responsible for the general management and supervision of a filmed performance.,rdaw:P10465,property,rdac:C10001,rdaw:P10502,rdaw:P10013,Published,,2,
